EID,Title,Authors,Year,DOI,Abstract
2-s2.0-85032939234,Triggering Insight: Using Neuroscience to Understand How Priming Changes Individual Cognition during Electronic Brainstorming,"Randall K. Minas, Alan R. Dennis, Robert F. Potter, Rasha Kamhawi",2018,10.1111/deci.12295,
2-s2.0-85053503244,Cognitive Neuroscience: Exciting Developments in Schematic Learning,"Frances Xia, Paul W. Frankland",2018,10.1016/j.cub.2018.07.068,
2-s2.0-85054786191,Markov Model-Based Method to Analyse Time-Varying Networks in EEG Task-Related Data,"Nitin J. Williams, Ian Daly, Slawomir J. Nasuto",2018,10.3389/fncom.2018.00076,
2-s2.0-85051504218,The relationship between attention and consciousness: An expanded taxonomy and implications for no-report paradigms,"Michael A. Pitts, Lydia A. Lutsyshyna, Steven A. Hillyard",2018,10.1098/rstb.2017.0348,
2-s2.0-85053611229,How visual cortical organization is altered by ophthalmologic and neurologic disorders,"Serge O. Dumoulin, Tomas Knapen",2018,10.1146/annurev-vision-091517-033948,
2-s2.0-85042016048,Psychiatric Symptom Dimensions Are Associated With Dissociable Shifts in Metacognition but Not Task Performance,"Marion Rouault, Tricia Seow, Claire M. Gillan, Stephen M. Fleming",2018,10.1016/j.biopsych.2017.12.017,
2-s2.0-85053012632,Determinants of fluid intelligence in healthy aging: Omega-3 polyunsaturated fatty acid status and frontoparietal cortex structure,"Marta K. Zamroziewicz, Erick J. Paul, Chris E. Zwilling, Aron K. Barbey",2018,10.1080/1028415X.2017.1324357,
2-s2.0-85079819010,Toward a more integrative cognitive neuroscience of episodic memory,"Matthew L. Stanley, Benjamin R. Geib, Simon W. Davis",2018,10.1016/B978-0-12-813838-0.00011-X,
2-s2.0-85070096063,Insights into cognition from network science analyses of human brain functional connectivity: Working memory as a test case,Dale Dagenbach,2018,10.1016/B978-0-12-813838-0.00002-9,
2-s2.0-85053296567,Neural activity predicts reaction in primates long before a behavioral response,"Mohsen Parto Dezfouli, Mohammad Bagher Khamechian, Stefan Treue, Moein Esghaei, Mohammad Reza Daliri",2018,10.3389/fnbeh.2018.00207,
2-s2.0-85054265896,Capturing Shared and Individual Information in fMRI Data,"Javier S. Turek, Cameron T. Ellis, Lena J. Skalaban, Nicholas B. Turk-Browne, Theodore L. Willke",2018,10.1109/ICASSP.2018.8462175,
2-s2.0-85054209281,"Fast projection onto the ℓ∞,1-Mixed norm ball using steffensen root search","Chau Gustavo, Brendt Wohlberg, Paul Rodriguez",2018,10.1109/ICASSP.2018.8462590,
2-s2.0-85052906552,The Neurocognitive Basis of Spatial Reorientation,"Joshua B. Julian, Alexandra T. Keinath, Steven A. Marchette, Russell A. Epstein",2018,10.1016/j.cub.2018.04.057,
2-s2.0-85053116801,The neural correlates of implicit cognitive bias toward internet-related cues in Internet addiction: An ERP study,"Limin Chen, Hongliang Zhou, Yue Gu, Shuai Wang, Jun Wang, Lin Tian, Hongmei Zhu, Zhenhe Zhou",2018,10.3389/fpsyt.2018.00421,
2-s2.0-85052623790,"Prospection, Perseverance, and Insight in Sequential Behavior","Nils Kolling, Jacqueline Scholl, Adam Chekroud, Hailey A. Trier, Matthew F.S. Rushworth",2018,10.1016/j.neuron.2018.08.018,
2-s2.0-85053048719,"Psychedelics, meditation, and self-consciousness","Raphaël Millière, Robin L. Carhart-Harris, Leor Roseman, Fynn Mathis Trautwein, Aviva Berkovich-Ohana",2018,10.3389/fpsyg.2018.01475,
2-s2.0-85053028796,"""I"" and ""Me"": The self in the context of consciousness",Mateusz Woźniak,2018,10.3389/fpsyg.2018.01656,
2-s2.0-85073302373,The cognitive neuroscience of insight and its antecedents,"John Kounios, Mark Beeman",2018,,
2-s2.0-85131242641,Computational cognitive neuroscience,Carlos Zednik,2018,,
2-s2.0-85074363973,Multiple intelligences in teaching and education: Lessons learned from neuroscience,Branton Shearer,2018,10.3390/jintelligence6030038,
2-s2.0-85060860777,Socioeconomic influences on brain function: Implications for health,Keely A. Muscatell,2018,10.1111/nyas.13862,
2-s2.0-85056709037,Fifty years of research on the causes of suicide: Where are we? Cinquante ans de recherche sur les causes du suicide: Où en sommes-nous?,Fabrice Jollant,2018,10.1016/s0001-4079(19)30231-6,
2-s2.0-85055657126,Thinking psychology beyond the mind and the brain: A trans-theoretical approach,Marino Pérez-Álvarez,2018,10.23923/pap.psicol2018.2875,
2-s2.0-85054363791,Information Transmitting and Cognition with a Spiking Neural Network Model,"Ying Du, Jiaqi Liu, Shihui Fu",2018,10.1088/0256-307X/35/9/090502,
2-s2.0-85054024738,The Telephone Interview for Cognitive Status,John C.S. Breitner,2018,10.1097/WNN.0000000000000167,
2-s2.0-85053443066,Long-term colonization dynamics of Enterococcus faecalis in implanted devices in research macaques,"Mia T. Lieberman, Daria Van Tyne, Jo Ann Dzink-Fox, Eric J. Ma, Michael S. Gilmore, James G. Fox",2018,10.1128/AEM.01336-18,
2-s2.0-85053277959,A motivational model of BCI-controlled heuristic search,Marc Cavazza,2018,10.3390/brainsci8090166,
2-s2.0-85052297239,"Computational Approaches to Understanding Mental Dysfunction: Progress, Challenges, and New Frontiers","Alex Fornito, Andrew Zalesky",2018,10.1016/j.bpsc.2018.07.005,
2-s2.0-85050932720,Brain circuit dysfunction in post-traumatic stress disorder: from mouse to man,"Robert J. Fenster, Lauren A.M. Lebois, Kerry J. Ressler, Junghyup Suh",2018,10.1038/s41583-018-0039-7,
2-s2.0-85050107628,Social Origins of Cortical Face Areas,"Lindsey J. Powell, Heather L. Kosakowski, Rebecca Saxe",2018,10.1016/j.tics.2018.06.009,
2-s2.0-85049854801,Striatal Microstructure and Its Relevance for Cognitive Control,"Christian Beste, Christian K.E. Moll, Monika Pötter-Nerger, Alexander Münchau",2018,10.1016/j.tics.2018.06.007,
2-s2.0-85049849390,The Common Time Course of Memory Processes Revealed,"John R. Anderson, Jelmer P. Borst, Jon M. Fincham, Avniel Singh Ghuman, Caitlin Tenison, Qiong Zhang",2018,10.1177/0956797618774526,
2-s2.0-85049106173,The mind-body problem in the philosophy of mind and cognitive neuroscience: a physicalist naturalist solution,Sandro Nannini,2018,10.1007/s10072-018-3455-6,
2-s2.0-85047991521,Characterizing the neural coding of symbolic quantities,"Ian M. Lyons, Sian L. Beilock",2018,10.1016/j.neuroimage.2018.05.062,
2-s2.0-85047737215,What if? Neural activity underlying semantic and episodic counterfactual thinking,"Natasha Parikh, Luka Ruzic, Gregory W. Stewart, R. Nathan Spreng, Felipe De Brigard",2018,10.1016/j.neuroimage.2018.05.053,
2-s2.0-85046878965,Testing assumptions on prefrontal transcranial direct current stimulation: Comparison of electrode montages using multimodal fMRI,"Jana Wörsching, Frank Padberg, Stephan Goerigk, Irmgard Heinz, Christine Bauer, Christian Plewnia, Alkomiet Hasan, Birgit Ertl-Wagner, Daniel Keeser",2018,10.1016/j.brs.2018.05.001,
2-s2.0-85046760218,In vivo study of rat cortical hemodynamics using a stereotaxic-apparatus-compatible photoacoustic microscope,"Heng Guo, Qian Chen, Weizhi Qi, Xingxing Chen, Lei Xi",2018,10.1002/jbio.201800067,
2-s2.0-85040775439,Accompanying technology development in the Human Brain Project: From foresight to ethics management,"Christine Aicardi, B. Tyr Fothergill, Stephen Rainey, Bernd Carsten Stahl, Emma Harris",2018,10.1016/j.futures.2018.01.005,
2-s2.0-84961674894,The troubling science of neurophenomenology,"James Head, William S. Helton",2018,10.1007/s00221-016-4623-7,
2-s2.0-85061627059,Temporal Cues Influence Space Estimations in Visually Impaired Individuals,"Monica Gori, Maria Bianca Amadeo, Claudio Campus",2018,10.1016/j.isci.2018.07.003,
2-s2.0-85053270470,Phase-coding memories in mind,"Nicole Hakim, Edward K. Vogel",2018,10.1371/journal.pbio.3000012,
2-s2.0-85052812726,The psychophysiology of action: A multidisciplinary endeavor for integrating action and cognition,"Sven Hoffmann, Uirassu Borges, Laura Bröker, Sylvain Laborde, Roman Liepelt, Babett H. Lobinger, Jonna Löffler, Lisa Musculus, Markus Raab",2018,10.3389/fpsyg.2018.01423,
2-s2.0-85053594006,Maintaining trust when agents can engage in self-deception,"Andrés Babino, Hernán A. Makse, Rafael DiTella, Mariano Sigman",2018,10.1073/pnas.1803438115,
2-s2.0-85041592527,Art is not special: An assault on the last lines of defense against the naturalization of the human mind,"Martin Skov, Marcos Nadal",2018,10.1515/revneuro-2017-0085,
2-s2.0-85063312752,Cognitive neuroscience perspective on entrepreneurship,Jeanne Sørensen Bentzen,2018,10.1007/978-3-319-91611-8_3,
2-s2.0-85058909147,Before the Bible: The liturgical body and the formation of scriptures in early Judaism,Judith H. Newman,2018,10.1093/oso/9780190212216.001.0001,
2-s2.0-85063238883,The neuropsychological aspects of musical creativity,Ana Luísa Pinho,2018,10.1007/978-3-319-76054-4_4,
2-s2.0-85063219959,The neuroscience of creative idea generation,Mathias Benedek,2018,10.1007/978-3-319-76054-4_2,
2-s2.0-85055130572,Interpretation of social interactions: Functional imaging of cognitive-semiotic categories during naturalistic viewing,"Dhana Wolf, Irene Mittelberg, Linn Marlen Rekittke, Saurabh Bhavsar, Mikhail Zvyagintsev, Annina Haeck, Fengyu Cong, Martin Klasen, Klaus Mathiak",2018,10.3389/fnhum.2018.00296,
2-s2.0-85053110844,"A reproducible MEG/EEG group study with the MNE software: Recommendations, quality assessments, and good practices","Mainak Jas, Eric Larson, Denis A. Engemann, Jaakko Leppäkangas, Samu Taulu, Matti Hämäläinen, Alexandre Gramfort",2018,10.3389/fnins.2018.00530,
2-s2.0-85048753167,A Peircean account of concepts: Grounding abstraction in phylogeny through a comparative neuroscientific perspective,"Valentina Cuccio, Vittorio Gallese",2018,10.1098/rstb.2017.0128,
2-s2.0-85054009984,Punitive brains: A critical review of the neuroscience of punishment Cérebros que punem: Uma revisão crítica da neurociência da punição,Ricardo De Lins E Horta,2018,10.5102/rbpp.v8i2.5321,
2-s2.0-85052901942,Using mobile apps to assess and treat depression in hispanic and latino populations: Fully remote randomized clinical trial,"Abhishek Pratap, Brenna N. Renn, Joshua Volponi, Sean D. Mooney, Adam Gazzaley, Patricia A. Arean, Joaquin A. Anguera",2018,10.2196/10130,
2-s2.0-85052193799,Conversion disorder: who cares?,Richard A.A. Kanaan,2018,10.1177/1039856218785063,
2-s2.0-85051286277,Wavelet-based method for removing global physiological noise in functional near-infrared spectroscopy,"Lian Duan, Ziping Zhao, Yongling Lin, Xiaoyan Wu, Yuejia Luo, Pengfei Xu",2018,10.1364/BOE.9.003805,
2-s2.0-85050662993,Impaired cognitive plasticity and goal-directed control in adolescent obsessive-compulsive disorder,"Julia Gottwald, Sanne De Wit, Annemieke M. Apergis-Schoute, Sharon Morein-Zamir, Muzaffer Kaser, Francesca Cormack, Akeem Sule, Winifred Limmer, Anna Conway Morris, Trevor W. Robbins, Barbara J. Sahakian",2018,10.1017/S0033291717003464,
2-s2.0-85050553893,The Role of Habits in Anorexia Nervosa: Where We Are and Where to Go From Here?,"Blair Uniacke, B. Timothy Walsh, Karin Foerde, Joanna Steinglass",2018,10.1007/s11920-018-0928-5,
2-s2.0-85049903082,Erratum: Effects of early home language environment II: Speech comprehension and cognitive functions (Bilingualism (2017) 21 (537-549) DOI: 10.1017/S1366728917000268),"Lily Tao, Qing Cai",2018,10.1017/S1366728918000767,
2-s2.0-85049811047,"The Eye's mind – Visual imagination, neuroscience and the humanities","Adam Zeman, Matthew MacKisack, John Onians",2018,10.1016/j.cortex.2018.06.012,
2-s2.0-85049697036,Dual-task mobility among individuals with chronic stroke: Changes in cognitive-motor interference patterns and relationship to difficulty level of mobility and cognitive tasks,"Lei Yang, Freddy M. Lam, Meizhen Huang, Chengqi He, Marco Y. Pang",2018,10.23736/S1973-9087.17.04773-6,
2-s2.0-85049647810,The neural correlation of sustained attention in performing conjunctive continuous performance task: An event-related potential study,"Amin Behzadnia, Farnaz Ghassemi, Soghra A. Chermahini, Zahra Tabanfar, Athena Taymourtash",2018,10.1097/WNR.0000000000001062,
2-s2.0-85048947344,Transfer of adaptation reveals shared mechanism in grasping and manual estimation,"Evan Cesanek, Fulvio Domini",2018,10.1016/j.neuropsychologia.2018.06.014,
2-s2.0-85048486552,"Laboratory of the Neuropsychology and Cognitive Neurosciences Research Center of Universidad Católica del Maule, Chile","Boris Lucero, Chiara Saracini, María Teresa Muñoz-Quezada, Pablo Mendez-Bustos, Marco Mora",2018,10.1007/s10339-018-0871-8,
2-s2.0-85048278325,Assessment of cognitive functions in animal models of schizophrenia,Agnieszka Nikiforuk,2018,10.1016/j.pharep.2018.01.009,
2-s2.0-85048129770,"MACS – a new SPM toolbox for model assessment, comparison and selection","Joram Soch, Carsten Allefeld",2018,10.1016/j.jneumeth.2018.05.017,
2-s2.0-85046812601,Different brain networks underlying intelligence in autism spectrum disorders,"Emmanuel Peng Kiat Pua, Charles B. Malpas, Stephen C. Bowden, Marc L. Seal",2018,10.1002/hbm.24074,
2-s2.0-85046684373,Patterns of thought: Population variation in the associations between large-scale network organisation and self-reported experiences at rest,"Hao Ting Wang, Danilo Bzdok, Daniel Margulies, Cameron Craddock, Michael Milham, Elizabeth Jefferies, Jonathan Smallwood",2018,10.1016/j.neuroimage.2018.04.064,
2-s2.0-85046369844,Brain-based treatment—A new approach or a well-forgotten old one?,"Vanya Matanova, Zlatomira Kostova, Martin Kolev",2018,10.1111/jep.12915,
2-s2.0-85046350718,"From cybernetics to brain theory, and more: A memoir",Michael A. Arbib,2018,10.1016/j.cogsys.2018.04.001,
2-s2.0-85046151005,Tracking wakefulness as it fades: Micro-measures of alertness,"Sridhar R. Jagannathan, Alejandro Ezquerro-Nassar, Barbara Jachs, Olga V. Pustovaya, Corinne A. Bareham, Tristan A. Bekinschtein",2018,10.1016/j.neuroimage.2018.04.046,
2-s2.0-85044271179,Adult brain activation during visual learning and memory tasks. An experimental approach to translational neuroscience,"Ferihan Popova, Antoaneta Kovacheva, Petar Garov, Stefan Sivkov, Sevdalina Kandilarova, Nickolay Sirakov, Magdalena Stoeva, Kichka G. Velkova",2018,10.1111/jep.12911,
2-s2.0-85032200954,The utility of twins in developmental cognitive neuroscience research: How twins strengthen the ABCD research design,"William G. Iacono, Andrew C. Heath, John K. Hewitt, Michael C. Neale, Marie T. Banich, Monica M. Luciana, Pamela A. Madden, Deanna M. Barch, James M. Bjork",2018,10.1016/j.dcn.2017.09.001,
2-s2.0-85030869577,Parsing the neural correlates of anxious apprehension and anxious arousal in the grey-matter of healthy youth,"Peter J. Castagna, Scott Roye, Matthew Calamia, Joshua Owens-French, Thompson E. Davis, Steven G. Greening",2018,10.1007/s11682-017-9772-1,
2-s2.0-85051487058,Quantifying cognitive aging and performance with at-home gamified mobile EEG,"Brian Murphy, Andrea Aleni, Brahim Belaoucha, John Dyer, Hugh Nolan",2018,10.1109/PRNI.2018.8423954,
2-s2.0-85042056539,The cognitive neuroscience of person identification,"Irving Biederman, Bryan E. Shilowich, Sarah B. Herald, Eshed Margalit, Rafael Maarek, Emily X. Meschke, Catrina M. Hacker",2018,10.1016/j.neuropsychologia.2018.01.036,
2-s2.0-85046666859,What does the functional organization of cortico-hippocampal networks tell us about the functional organization of memory?,"Zachariah M. Reagh, Charan Ranganath",2018,10.1016/j.neulet.2018.04.050,
2-s2.0-85052626935,Statistical power comparisons at 3T and 7T with a GO / NOGO task,"Salvatore Torrisi, Gang Chen, Daniel Glen, Peter A. Bandettini, Chris I. Baker, Richard Reynolds, Jeffrey Yen-Ting Liu, Joseph Leshin, Nicholas Balderston, Christian Grillon, Monique Ernst",2018,10.1016/j.neuroimage.2018.03.071,
2-s2.0-85049636966,Bodily-contact communication medium induces relaxed mode of brain activity while increasing its dynamical complexity: A pilot study,"Soheil Keshmiri, Hidenobu Sumioka, Junya Nakanishi, Hiroshi Ishiguro",2018,10.3389/fpsyg.2018.01192,
2-s2.0-85046545965,Cognitive neuroscience of aphasia recovery and therapy,"Stefanie Abel, Matthew A. Lambon Ralph",2018,10.1080/02687038.2018.1447643,
2-s2.0-85064176031,"Classification of brain simulation using artificial intelligence, cognitive science and neuroscience","Mohit Sharma, Rajat Mittal, Tanupriya Choudhury, Kamaraju Vishnu",2018,10.1109/IC3IoT.2018.8668129,
2-s2.0-85055162549,Precision psychiatry: A promising direction so far,"Sourav Khanra, Christoday R.J. Khess, Sanjay K. Munda",2018,10.4103/psychiatry.IndianJPsychiatry_203_18,
2-s2.0-85054799899,Embodied cognition and emotional disorders: Embodiment and abstraction in understanding depression,"Bergljot Gjelsvik, Darko Lovric, J. Mark G. Williams",2018,10.5127/pr.035714,
2-s2.0-85050892404,Beyond the brain Über das Gehirn hinaus: Aktiver Externalismus und die Natur des Mentalen,H. Walter,2018,10.1055/s-0038-1668314,
2-s2.0-85050884415,The world from the others' perspective: Theory of mind (mentalizing) and its neural basis Die mentale Welt der Anderen: Theory of Mind (Mentalisierung) und ihre neuronalen Grundlagen,"W. Tantchik, S. Mohnke, H. Walter",2018,10.1055/s-0038-1668316,
2-s2.0-85050805851,Fat label compared with fat content: Gastrointestinal symptoms and brain activity in functional dyspepsia patients and healthy controls,"In Seon Lee, Stephanie Kullmann, Klaus Scheffler, Hubert Preissl, Paul Enck",2018,10.1093/ajcn/nqy077,
